steming_data,Score,Sentiment
hitam putih paham,-2,Negatif
hahaha cerita mahasiswa organisasi gantung jabat proposal tolak,-2,Negatif
potong efisiensi anggar nyata menteri potong anggar kait rakyat wkwk paham nyata,1,Positif
gelap tuh partai ancam pintar mahasewa alat,-3,Negatif
mahasiswa hama,-1,Negatif
bilang makan gratis pintar bang iya hidup makan tinggal rasai kadang jam siang tahan laper uang saku bayar angkot orang makan gratis anak nasib,1,Positif
dwipriyanto,0,Netral
pesan berantas korupsi inti masalah korupsi,-3,Negatif
indonesia gelap wkwk lumakan diskon listrik,0,Netral
ayggg liaaaaat presiden,1,Positif
jawa roh,1,Positif
hasto hastoooo demo tuh pdip tutup koruptorr,-2,Negatif
buzer serang,-1,Negatif
koruptor bayar mahasiswa demo butuh modal didik masyarakat tau suara,-3,Negatif
dengar mahasiswa tukang parkir,1,Positif
efek makan,1,Positif
untunggwebukanmahasiswa,0,Netral
main,0,Netral
habis jabat heran bah,-2,Negatif
hama masyarakat peduli masyarakat sibuk jual lihat kabupaten jembrana tuh demo demo,-1,Negatif
up up,0,Netral
suara kayak abang abang bahas lagu lagu pakai hoodie,2,Positif
capek,0,Netral
saudara,0,Netral
ribu,0,Netral
anak kuliah mudah manfaat,0,Netral
asa aman aman,0,Netral
perintah salah prabowo hujat koruptor salah prabowo hujat terima hujat,-4,Negatif
pas bensin ribu an ribu mingkem,1,Positif
ulang ipas ajar sejarah baca juang pahlawan eh lihat nyata juang jabat mah,0,Netral
jaman enak demo tunggu,-2,Negatif
baca komen orang orang bikin asam lambung,0,Netral
demo harness,-1,Negatif
gelap demo terang terang,-2,Negatif
kerja minus mana ya serius demo demo spanduk cuman hujat inti demo,-4,Negatif
mahasiswa rasa sih demo,-2,Negatif
pilih oke gas,-1,Negatif
manusia maunnya instan lihat contohnnya ya kerja tuntut baik mimpin rumah kadang negaraa,5,Positif
coba search gambar google jadi,0,Netral
mamak banten ketawa lihat,3,Positif
salah satu msib semester,-1,Negatif
buruk dunia situasi aman kendali,-1,Negatif
hari borong nih,0,Netral
siswamaha bayar pajak sih,-1,Negatif
program ya bagus tau tau mahasiswa minim wawas kuliah ijazah doang kah,-2,Negatif
lanjut saya cinta saya suka,-2,Negatif
presiden demo indonesia milik mahasiswa hidup aman damai sejahtera,1,Positif
ganti orang,0,Netral
wowo laper,-1,Negatif
manntabbb lanjut tip kondusif anarkis,0,Netral
ampas aset ges,-1,Negatif
akal akal ketua bem bem ya tf tuh selesai demo ya kayak kemarin kemarin demo sepi bem ya jatah,-1,Negatif
mahasiswa bayar,0,Netral
alas ku kampus ya,1,Positif
serius anggar didik pangkas,0,Netral
mahasewa demo ruu ampas aset sekolah tol,-2,Negatif
susah muncul komen anyak abah nyinyir suka atit ati akhirat junjung ya out terima junjung kalah telak hidup baba wowo,-4,Negatif
makan gratis urus orang tua lapang kerja didik gratis butuh,2,Positif
orang syukur bilang indonesia gelap,0,Netral
ternak ternak mulyono,0,Netral
angaran didik potong gaji dosen guru honorer naik sekolah negeri gratis sekolah swasta paksa gratis hak perintah,4,Positif
hahaha hahaha hahaha bacot,0,Netral
mahasiswa cerdas ya mudah provokasi,2,Positif
indonesia cerah,0,Netral
kayak influence,-1,Negatif
butuh lapang kerja luas,2,Positif
alas ya sih asli ya kalah pilpres,2,Positif
hargadirimahasiswak,0,Netral
mahasewa imingin masuk dewan elite korup,-3,Negatif
well efisiensi anggar rugi jabat orang orang pajak barang mewah gelisah orang bayar mahasiswa gampang cuci otak rusak negara jenderal juang hidup indonesia percaya beliau,-2,Negatif
masalah media set saudara asing mudah algoritma milik minat,1,Positif
jangan hiarauin mahasewaa,-1,Negatif
inti mahasiswa buta huruf,-1,Negatif
mhs erti,0,Netral
bazer bazer,0,Netral
raffi mulya abang coba nilai lurus abang biar orang mudah giring opini jahat,1,Positif
bilang indonesia gelap mata buta wkwkkw,-3,Negatif
kantor sangatt betull hotel mewah hotel mewah buang anggar,2,Positif
sdm indonesia gelap abang,-1,Negatif
lowong kerja indonesia nih banget bilang butuh kerja makan siang gratis kerja ya cari kerja weee,5,Positif
anda bayar saudara,-1,Negatif
lu bikin konten baca abang papar kondisi indonesia,-1,Negatif
kwk kerja sapa sih noni noni,1,Positif
umkm percaya manipulasi perintah gibran bilang perintah makan hewan kebun binatang luas kebun binatang,0,Netral
nyala prabowo sehat,0,Netral
percaya makan gratis orang bayar langsung perintah bayar pajak kurang ketenagakerjaan dll percaya siswa makan gratis,4,Positif
susah cari kerja trgantung teman bilang susah cari kerja jauh mimpi ya kota kerja mimpi ya kerja cikarang kota umk ya gede ijazah smk,2,Positif
buzzer,-1,Negatif
begoin,0,Netral
bazer ya hhhhh,1,Positif
sekolah gratis,2,Positif
potong gaji pns ya,0,Netral
sehat ya adek mahasiswa i ku maju truss pantang mundur lulus kabur ya dek kaburajalangsung,1,Positif
demo mulu,-1,Negatif
mahasiswa demo istana coba dpr,-1,Negatif
sg demo iki opo cah kuliah sg transisi loh pas njabat gebrak ubah olang mangkas anggar coba cek analisa tuh anggar pangkas hadewwww,0,Netral
apa demo ya kip ukt beasiswa kepotongg harga sawit mahal karet gas langka kaya presiden kena demo gamungkin presiden ngatasin negara numpuk kejap pelan pelan satu urus juta jiwa demo mahasiswa kesini dikit demo biar apasih tukang korupsi tangkap loh era pelan struktur gampang kali ya baik negara beranta mau presiden kaya rakyat deh ganti wkwkwwkwkwk,-6,Negatif
asa presidnnya mahasiswa demo salh sebnarny pmerinth mhsiswa pemerinth salah bubarin mahsiswa salh ya bubarin biar pol tamatn,-2,Negatif
alhamdulillah ku tunggu demo,0,Netral
pliss banget lagu jakarta,2,Positif
sabar jantung,1,Positif
pengaruh banget guru honorer sih kaya,2,Positif
indonesia bubar,0,Netral
siswa angleth,1,Positif
pretzel,0,Netral
ajar ajar demo mulu,-1,Negatif
gilir uu ampas aset hilang lane,-1,Negatif
sih negara banget demo perasaaan,0,Netral
wkwkwkwkwk presiden demo presiden bilang makan gratis pakai duit rakyat ya pajak ambil ya yakali duit pribadi prabowo,1,Positif
share propaganda tuntut,-1,Negatif
angkat rekonstruksi gue tuju lanjut kawan,1,Positif
pilih,-1,Negatif
dikit gerinda dikit prabowo,-2,Negatif
gelap apa indonesia,-2,Negatif
nsya,0,Netral
demo waras hukum hati ampas aset koruptor diam anggota dpr biar aman,-3,Negatif
dari demo bayar kotak nasi temu loker,-1,Negatif
kebnykan demo jaddlah bermfaat minimal nolong,-2,Negatif
mahasiswa fomo,0,Netral
layak gaji tunggang kantor orang pro demo,-2,Negatif
sih demoin,0,Netral
demo doang bisa,-1,Negatif
gue oknum adu domba belah bongkar koruptor,-4,Negatif
perkajaan woy,0,Netral
universitas indonesia sdm rendah sogok nasi bungkus iming imingi uang ribu rela demo jalan,-2,Negatif
demo literasi,-1,Negatif
sdm rendah pro rakyat bilang indak pro berat saudara efisensi hambur uang korupsi mahasiswa mahasewa orang bijaksana pintar orang pintar bijaksana salam indonesia raya,-4,Negatif
susah demo mahasewa tuju nasi bungkus uang transport,-2,Negatif
omong kenyataanya bro,-1,Negatif
lapang kerja om anggur karena phk massal masyarakat hasil kaya ya butuh,0,Netral
nih suka demo cari fakta,-3,Negatif
itu liput hasto teman -temannya noh berita,-2,Negatif
sisi positif teriak buzzer,-1,Negatif
itu buzer,-1,Negatif
bayar saudara buzerrr,0,Netral
sayang wakil gerindra cair,-1,Negatif
suruh maha siswa presiden gampang,2,Positif
kasih fakta merem ya omong mayoritas,-2,Negatif
demo rusak kotor demo grup pandawara manfaat lingkung indonesia,-3,Negatif
indonesia darurat indonesia gelap besok ucap,-2,Negatif
presiden prabowo presiden umur hidup,2,Positif
anggap indonesia buruk kena visi misi ya presiden makan gizi kip sejahtera guru honor kena rasa,0,Netral
ingat darurat indonesia gelap next,-2,Negatif
kenaoa rangkol kuroptorrr,0,Netral
mahasewa kasih duit ribu nasi bgks bodoh oknum tanggung,-1,Negatif
coba pegawai kena phk akibat dampak efisiensi,-2,Negatif
bayar poni buzer,0,Netral
biyasa banteng oposisi,-2,Negatif
setujuu,0,Netral
umumin ya anggar didik diptg,2,Positif
puja anis ngapa et buta sih era prabowo maju asa banget butuh makan gratis heh marpuah butuh makan gratis makan gratis anak kola kocak banget anak abah,1,Positif
itu demo dugem paak,-2,Negatif
kasih biaya kampus biar rasa gelap biar tobat sok sok lawan perintah,-3,Negatif
ahmad farouk khasougi,0,Netral
gelap koruptor abang,-1,Negatif
jelasin bilang kayak mahasewa,-2,Negatif
cuaca ya sejuk subhanallah ngaruh salin mashaallah indonesia berkah maju,2,Positif
bijak jilat peojongos,-1,Negatif
dpr ri t pangkas anggar ya mahasewa demo,0,Netral
sejahtera guru faktanyaa,1,Positif
tau oposisi kemarin ya ku duga rame jalan,-1,Negatif
ampas aset woooiiii demo sih bayar,-2,Negatif
ngopi nyemil lihat orang setir kocak,2,Positif
buzzer mulyono,-1,Negatif
semangat sehat mahasisiswa pahlawan rakyat,0,Netral
kiro kuliah kon bayar tok trrnyata ya bayar yoan,1,Positif
ok gas ok gas demo nikmat pilih ya,0,Netral
bpjs rakyat sulit suami sakit kanker vs perbedaanya masuk pol pol konsultasi onkologi sar,-3,Negatif
adek tolong papa papa kejar efisiensi,-1,Negatif
instan adakalanya puruk roket,0,Netral
real mahasiswaaa,1,Positif
dijelasin ya maksut didik dipangakas aduh ganti rakyat,1,Positif
gua mahasiswa fomo,-1,Negatif
gerindra gibran rakabuming,0,Netral
indonesia,0,Netral
persen cerita insta,1,Positif
anak buah hasto,-1,Negatif
gara china,-1,Negatif
demo ah biar makan siang gratis,0,Netral
syrine berapa kali nel,0,Netral
lucu banget,1,Positif
tetap sangka kalah gugat sekjen hasto langsung demo wow,0,Netral
tebak suku tebak kampus,0,Netral
mahasewa lapar,-2,Negatif
gilir suruh demo sah uud ampas aset koruptor diam mahasiswa mahasewa,-4,Negatif
demo ya dukung anies ganjar,1,Positif
aowkaowkaowk poster lagu jeket,1,Positif
terima bijak prabowo oknum cari untung pribadi manfaat momen mahasiswa mudah provokasi,2,Positif
wkwkwkwk lucu lihat,1,Positif
duit duit orang suara keras kordinator ajak orang ketua kelompok ikut banyak,-1,Negatif
yang gelap hungapure,-2,Negatif
gelap pikir,-1,Negatif
kantor negara gelap cuy lift mati,-1,Negatif
semangat mahasiswa lanjut juang,0,Netral
cari bela wajib kritis negara negara demokrasi,-3,Negatif
gelap koruptorr iya kasihan anak jajan kasihan gelap,-3,Negatif
murid,1,Positif
bayar abang,0,Netral
bijak makan gratis jalan perintah mikir butuhin makan gratis kerja layak,3,Positif
nih mahasewa eh mahasiswa baca buku sampul doang deg,-2,Negatif
buka mata lebar,-1,Negatif
indonesia cerah,0,Netral
ekonomi kelas tengah bro lingkar wowo,-1,Negatif
makan gratis bangga sekolah gratis rakyat,4,Positif
pagar laut cari dalang,-1,Negatif
sih makan gratis sekolah gratis peduli pedulikn tolong baik layan masyarakat polisi korup guru gegara merek sepatu murid keluar,3,Positif
rumah honorer bos,2,Positif
basah tuh tangan prabowo,1,Positif
biaya haji abang,0,Netral
sing indonesian gelap,0,Netral
ah bacot bro kau makan tuh makan gratis,1,Positif
kepala keluarga hasil pada selesai jadi program luas lapang kerja program utama presiden,4,Positif
mahasiswa tunggang orang penting orang tanggung uang habis tanggung masyarakat tahun sadar mikir ajak demo,-3,Negatif
mikir paham,0,Netral
indonesian sinar,0,Netral
terimakasih bpk prabowo program mkan gratis,2,Positif
syukur orang waras,1,Positif
pilih demo,-2,Negatif
pas kembali demo woe kirim foto info preset jade brutal brutal,-1,Negatif
efek hasto biasa mahasewa,0,Netral
mahasiswa cuman organisasi,1,Positif
itu beda,-2,Negatif
lahlawan apa jajan pahlawan enteng demo otomatis pahlawan,-1,Negatif
pahlawan babal kejar dunia,-1,Negatif
suruh tuh dpr isi kabinet gemoy but sah ampas aset,-3,Negatif
iya demo biar sahkan demo,-2,Negatif
yauda demo el dukung ya dengar,0,Netral
mngkritik,0,Netral
ya bagus kritik sono presiden langgar ham wapres nepo baby serta koalisi gendut ya,3,Positif
kayak bayar,-1,Negatif
singgung,0,Netral
singgung,0,Netral
alam bayar,0,Netral
kakak ya ampas aset demo,-1,Negatif
metroboomin tuntut bem sih aksi indonesia gelap ruu ampas aset kaji ulang mangkas anggar evaluasi program mbak cair tukin dosen tolak izin kelola ta,-5,Negatif
suruh koalisi kim sah,-1,Negatif
maaf ya butuh rakyat tega hukum ham lapang kerja sekolah gratis kuliah sehat gratis berantas korupsi serius,2,Positif
biaya hidup hari contoh gas minyak harga gelap,-1,Negatif
siyapa bilang pusing pimpin negara rakyat ya bayak pimpin rumah tgga tingkah laku anak kuasa indah sabar,1,Positif
anjing upah,-1,Negatif
gelap indonesia gelap hati mu benci pimpin,-2,Negatif
gelap,-1,Negatif
mantap abang,1,Positif
retreat papua butuh sekolah gratis,1,Positif
minimal pakai data asumsi,-3,Negatif
saraf pol gigi gastro radioterapi besok pol saraf takut jaminanya pindah pasien takut banget pol,-2,Negatif
gelap sih lampu nyala,0,Netral
trang tau daerh dkt gelaap au ah gelaap,-1,Negatif
ah jam,0,Netral
gilir korupsi pertamina demoin,-1,Negatif
bekal diri pemuda pemudi indonesia bekal agama mumpuni nischaya hidup arah,0,Netral
mata ya cindo ya,1,Positif
fokus kuliah bayar,0,Netral
aduh tau sinenek gerombol ketar tir trunin ternak mahasewanya halo perintah jaman gusdur lengser cra,-3,Negatif
banteng duit kalah rusuh nyewa mahasewa jaman surabaya laku ya,-3,Negatif
sdm serendah ya indonesia,1,Positif
lanjut hidup mahasiswa hidup rakyat dijolimi,0,Netral
puas banget ya pilih,2,Positif
bawa rakyat rakyat puas prabwo gibran,1,Positif
sedih banget mahasewa giur amplop,0,Netral
merekka tau arti indonesia luas ya,2,Positif
ya tuhan kasihan panas kuat patah gocap,1,Positif
ekstrim presiden anda hina,-1,Negatif
selagi tri orang akademisi demonstrasi opini gue,-2,Negatif
koruptor bayar demo,-1,Negatif
segitu ya mahasiswa wkwkw,0,Netral
indonesia aman makmur,1,Positif
panik presiden sikat koruptor,0,Netral
demo ikut,-2,Negatif
demo,-1,Negatif
larang ya demo depan sekitar istana presiden,0,Netral
kami warga negara terima kasih kantor siswa demo,1,Positif
prabowo bantai koruptor demo wajib ganti rakyat,-3,Negatif
vinz salah prabowo mana anjir,-1,Negatif
pengin gelap koropsi,-1,Negatif
demo ampas aset top,-1,Negatif
bakar duit nih asing lokal ya join hmmmm,2,Positif
negara maju pikir pangan alih didik teknologi indonesia telat diri loh pangan fokus,-2,Negatif
love kicep lu semua,-1,Negatif
juang mahasiswa bela rakyat kali pandang negatif masyarakat ketidakpahaman tuju esensi juang orang anggap mahasiswa fokus penting pribadi sektoral libat politik praktis timbang penting rakyat paham juang mahasiswa ubah sosial politik sungguh wujud idealisme peduli bangsa mahasiswa kapasitas intelektual bebas pikir kali motor gerak gugat ketidakadilan kritik bijak pro rakyat advokasi ubah kendati rakyat ragu salah paham niat mahasiswa distorsi informasi ketidakpastian pengaruh ganggu upaya ubah salah kunci reda tegang komunikasi buka transparan berani mahasiswa suara juang bukti bukti dampak nyata rakyat juang mahasiswa paham usaha kolektif juang adil sejahtera hak hak dasar rakyat,-4,Negatif
ku nyururuh demo berani taruh coba salah orang kumpul demo an,-2,Negatif
heran,0,Netral
pasu pdip,0,Netral
cerita tambah lapang kerja dagang beras ya untung eeh bilang gratis,5,Positif
anak anak miskin sekolah makan gratis iya kenyang kagak didik bang iya,-1,Negatif
gelap koruptor langkah ya sempit koruptor,0,Netral
makan gratis terima kasih prabowo,2,Positif
mah oknum indonesia hancur,0,Netral
buruk otak mafia koruptor bro,-2,Negatif
bajing hina presiden prabowo gua rakyat terima bangsat,-1,Negatif
salah cinta jokowi bayar vt,-1,Negatif
guru,1,Positif
anak ya makan ya pecat kerja ya,2,Positif
didik saudara,0,Netral
indonesia gelap muka mahasiswa ya gelap,-1,Negatif
demo suara rakyat jalan percaya senayan cari solusi pindah tidor moga suka tidor senayan tidor amin,1,Positif
yang gelap sewa saudara,-2,Negatif
penting rakyat penting instastory indonesiabukamata,0,Netral
bijak perintah jawa barat ijasah sd smu negeri lunas gerat rumah,1,Positif
hasto sangka indonesia gelap,-1,Negatif
iya cowok alhamdulillah tiket haji turun alhamdulillah berangkat banget biaya bengkak jatah rumah aji,2,Positif
sehat prabowo gerindra,0,Netral
vt buzer tuntut adil mulyono rakyat omong wakil rakyat,-2,Negatif
salam indonesia terang,0,Netral
maklum bang redbull anak abah satu jatuh prabowo akur,0,Netral
megwati,0,Netral
saudara omng gratis siswa sekolah rendah,2,Positif
gelap kena tangkap kpk orang sebar kabar indonesia gelap,-4,Negatif
oknum lingkar jabat nih,-2,Negatif
indonesia gelap,-1,Negatif
oh dek gagal gagal,-2,Negatif
heran yabg kuliah,0,Netral
mantap bp prabowo subianto indonesia maju,1,Positif
hama syukur,0,Netral
pdip depan partai baperan,-1,Negatif
gelap koropsinya adil,-1,Negatif
gua mahasiswa turun kemarin paham ikut pikir analisis kuat,-1,Negatif
indomesia gelap padang bahasa jawa terang padang,-2,Negatif
tuju,0,Netral
jilat koruptor mahasewa,-2,Negatif
gelap provokator sih,-1,Negatif
mng mahasiswa skolahnya erti mending sekolah kshan mak n bpk lo,1,Positif
gelap pikir rakyat dikit coba pikir positif,-1,Negatif
kad kad daerah dana tambah,2,Positif
indonesia gelap,-1,Negatif
orang desa indonesia cabe mahal tani cabe bahagia,-1,Negatif
demo mending latih sawah tani muda indonesia punah,-3,Negatif
hadeh landas dek adek,-1,Negatif
rusak dinasti tipu,-1,Negatif
indonesia gelap siang terang malam doang gelap gelap,-4,Negatif
mudah lawan domba,-1,Negatif
prioritas sekolah bolos,0,Netral
jurus jitu jatuh prabowo naik gibran,1,Positif
pas pdi kuasa demo adem bensin senyap pln senyap tau suka demo huru hara,-1,Negatif
warga turun bela prabowo biar anak duit orang tua paham arti usaha,-1,Negatif
mahasiswa butuh pompa ribu palar ya,0,Netral
diam,0,Netral
mahasawa,0,Netral
lupa sampah habis demo dibersihin mikir demo sampah mana mandiri,-5,Negatif
indonesia terang bolo gelap nyewa,-1,Negatif
dukung pas koar,2,Positif
partaigerindra hilang ramai,0,Netral
wkwkw basi demo ujung kaya kemarin untung belah,-4,Negatif
coba kemarin pilih ganjar pasty bkl,-1,Negatif
dukung abah,2,Positif
keren,0,Netral
t demo,-1,Negatif
info hasto pilpres pra gib revolusi sungguh,-1,Negatif
datangin tuduh tuduh situ sw,0,Netral
heran lihat warga konoha dah tau sebab bobrok pilih warga indonesia kompak coblos paten,-3,Negatif
mata gelap mahasewa,-3,Negatif
bukan siswa mahasewa,-1,Negatif
demo sewa partai,-1,Negatif
mantan demo tpidemo nih no ya,-1,Negatif
pajak uwang ribu serasa rupiah,-1,Negatif
anjir haha slide,0,Netral
demo pengin presiden kayak sih,-1,Negatif
demo foto edit jj pulang,0,Netral
kabar ya pilih sih wowo,0,Netral
miriss,0,Netral
biang,0,Netral
ganti orang,0,Netral
bikin indonesia kayak gimanaaa butuh proses masak mie butuh benah negara,-2,Negatif
orang -orang jawa barat penuh desa orang -orang orang -orang,0,Netral
miris banget ya allah negara maju,2,Positif
demo rakyat sisa fomo,-2,Negatif
ya demo pilih,-1,Negatif
dukung belah nih post,0,Netral
selesai skripsi mu kawan,0,Netral
rampas tangan prabowo manusia mandiri tangan broo mahasewa pintar omong doang fck fck,-1,Negatif
mahasiswa demo ya,0,Netral
suara persen,1,Positif
hoee rencana rencana pelaksannaannya makan gratis hadir gibran doang hapus utang umkm nyata omon omon,-3,Negatif
media telaah lihat sisi fokus media doang bapa presiden konsisten mata penting rakyat pihak rakyat salamindonesiaterang,1,Positif
mengack kakak,0,Netral
info indonesia gelap fyp kaya orang kagak peduli heboh wkwk,-3,Negatif
dukung perintah,1,Positif
koruptor bebas indinesia gelap,-2,Negatif
tau suara rakyat pimpin milu jenis milik akal sehat iq normal nilai akal sehat,2,Positif
ndas mu wo giveaway kayak om ya,0,Netral
mahasiswa demo mahasiswa minim literasi,-2,Negatif
syarat utama buzzer dukung iqnya ipk ya,1,Positif
awas pajak buruh ledak kayak thbkmarin,-3,Negatif
buzzer licking saudara laki -laki smoe staffsus,-1,Negatif
phk,-1,Negatif
demo tunggang politik,-3,Negatif
lantik stafsus abang,1,Positif
besok rapat pos ronda belah rumah gue tampung orang,1,Positif
omong naon bro,-2,Negatif
tertawa,1,Positif
harap komisaris,0,Netral
mantap omong gelap depan masuk jeruji gelap,-3,Negatif
saudara sejati,1,Positif
mahasiswa demo rakyat mahasiswa demo uang politik,-3,Negatif
kritik perintah anak abah tuju gilir bela perintah buzzer cair jabat laennn,-4,Negatif
gratis anda mahasewa suka beda,-2,Negatif
ya abang sempit jajan audit ya cari gara masyarakat waras yuk doa,0,Netral
bilang gelap orang provokator bagi sempat hati sempit,-2,Negatif
penghianat,0,Netral
gegara koruptor dajal jajah indonesi tampa tau,-4,Negatif
indonesia gelap koruptor terang indonesi kuasa patung ber nyawa wawas,-1,Negatif
ih seru banget sih buzzer video,0,Netral
musuh rakyat orang coba omong dianggeo buzzer tuli,-4,Negatif
indonesian terang listrik dicont,0,Netral
gaung abang biar panas ngereog,-1,Negatif
pihak rakyat belah pihak are we living the same indonesia rn,-3,Negatif
buzzer,-1,Negatif
bang mahasiswa mah tau ya uang gaya jajan jalan jalan doang,0,Netral
indonesia gelap hati ya benci,0,Netral
kemarin indonesia darurat indonesia gelap,-1,Negatif
indonesia provokator sdm rendah gampang tipu yaudah cuman edit edit sebar hoax percaya,-1,Negatif
gelap abang tikus susah cari gelap,-4,Negatif
adek manis lihat kondisi maju melarat mikir depa dek duit hilang,0,Netral
bubarrrrr wakil rakyat,0,Netral
jokowi salah prabowo salah ganti presiden mahasiswa prabowo rancang bangun ekonomi bangsa,-1,Negatif
sila kritik jatuh sang pimpin rakyat sesal jatuh pimpin,-1,Negatif
maha sewa omon omon ujung ujung ya masuk partai koalisi gibran,-3,Negatif
bayar pdip kacung mega,0,Netral
demo fomo,-1,Negatif
sok demo demo diam nikmat kip,-1,Negatif
di sekolah tengah ajar demo,1,Positif
guna sih demo kayak bljar kisruh dimna macet beranta sampah presiden,-2,Negatif
tuntut jokowi butuh rubah indonesia,-2,Negatif
dampak ya indonesia efek apa mending ajar biar kerja tempat bagus,0,Netral
komen ah suara dikit katai buzzer ups,-2,Negatif
apasih inituh gara gara huhu gue mudeng mulu demo asa gue indonesia deh kerja duit apasih urus tuh,-4,Negatif
bubarin lawan negara,0,Netral
gue prabowo the best gue tau,-1,Negatif
mah mahasiswa ngaruh,0,Netral
heran banget salah presiden sepenuh tikus ketangkep cuman demo demo ubah iq,-1,Negatif
bayar demo ya mahasiswa bayar indonesia gelap indonesia terang,-1,Negatif
mahasiswa bayar indonesia gelap indonesia terang bijak perintah pro rakyat contoh makan gizi gratis gaji guru naik,2,Positif
hitung mahasewa gaji pepa ya orang ya,2,Positif
gelap mahasiswa rakyat ikut demo,-3,Negatif
mahasewa,-1,Negatif
mahasiswa ya pintar hmm,1,Positif
tau ungkap orang desa,-1,Negatif
mahasewa kubu belah kemarin kalah ya,-2,Negatif
ikut demo foto foto gaji pulang,0,Netral
demo modal,-1,Negatif
detak jantung bayar bayar,-1,Negatif
luhut indonesia gelap kau gelap,-2,Negatif
pengantin wanita gelap,-1,Negatif
mahasawa,0,Netral
gelap baju ya pakai item indonesia gelap musim hujan,-1,Negatif
perempuan sok turun demo mending ajar deh supya cepat lulus nilai baik supya uang orgtua sia kuliahin ya cewek cowok,1,Positif
gua problem ya kaya gue pihak mahasiswa i deh,-2,Negatif
demo sih kemarin mana salah alamat banget sih nih dsmo,-1,Negatif
indonesia,0,Netral
bayar mahaswa,0,Netral
pengin banget indonesia kayak korutt,0,Netral
dia anjur,-2,Negatif
ya allah dukung perintah prabowo butuh kunfayakun menyadarkn demo anarkis sabar baik langsung negeri dongeng,3,Positif
habis ingat darurat terbit indonesia gelap kocak kocak komandoin masuk partai kayak,-5,Negatif
mahasewa negara biar smuanya wujud,0,Netral
duh adminnn partaigerindra hilang line,-1,Negatif
n,0,Netral
nih presiden ya pdi demoooo kampus mahasiswa ya mahasiswa kampus ya cupu,4,Positif
partaigerindra,0,Netral
bikin indonesia gellap orang akal sehat orang pintar cari salah ya orang,-1,Negatif
syukur tuh bilang gelap,0,Netral
kerja minta selesai proses adik lihat deh prabowo jabat koruptor tangkap hukum adil,1,Positif
indonesiadaruratliterasi indonesiadaruratdemokrasi,0,Netral
dalam video -olah tahu saudara anda so buzer,0,Netral
mshasiswa cuci otak bikin jiwa ya gelap wakil maling,0,Netral
iya kak mahasiswa bayar,0,Netral
mahasiswa gelap anak abah kakek rais bikin kayak jaman jadul janan modern seharusx mahasiswax cerdas wkk wkk maha sewa,0,Netral
indonesia terang amin,0,Netral
malu kip lo terima,1,Positif
kocak beda dapat katai buzzer kesal banget sih,-2,Negatif
lihat profil ya buzzer,1,Positif
mahasewa berani lawan preman ormasnakal rugi masyarakat bela masyarakat mahasewa berani lawan preman sebar mana,-3,Negatif
mahasiswa bawa isu cipta gagal program perintah kelompok suka makmur rakyat mudah mahasiswa provokasi,-1,Negatif
saudara,0,Netral
lucu cipta cundang indonesiamemanggil indonesiadarurat indonesiagelap,0,Netral
partai merah,0,Netral
mah buzer politik pilih pilpres film sengaja pilpres,-3,Negatif
mahasiswa gabut bangku kuliah coba kuliah kerja demo mahasiswa demo gabut,-3,Negatif
kelas mahasiswa ui dll ya salah cermat bijak perintah percaya jebak warna merah,0,Netral
please manusia bijak presiden dukung support awal mudah rombak system jalan telunjuk harga jari,2,Positif
buka lowong kerja bagus,1,Positif
iya gelap sih matahari kembar terang banget kosong,-1,Negatif
sesuai,1,Positif
bidang konstruksi gelap fakta,-2,Negatif
mahasewa kampus elit lho pola pikir ya sulit bikin malu almamater maju gentar bela mahasewa makan nasi bungkus bentar bela koruptor bayar,1,Positif
soliditas saudara,0,Netral
raja kesel susah korupsi anggar apbn nganggep anggar negara kayak atm pribadi,-2,Negatif
gelap buruk orang rugi,-3,Negatif
mahasiswa erti ya kuliah,1,Positif
tau akun mahasiswa kemarin konten majas indonesia gelap respon masyarakat indonesia terang terang paham majas gunain terang lampu kias kali jelas terang jelasny please bantu taq,0,Netral
itu harness dendam,-2,Negatif
bayar saudara,0,Netral
onta banteng ya gelap korupsi,-2,Negatif
bnyakin konten ya biar rakyat buka pikir fakta,0,Netral
moga vt abang terang otak mahasiswa gelap,0,Netral
coba rakyat biar tau paitnya orang bawah gaji fasilitas,-1,Negatif
cek lapang ya mas,1,Positif
biasa anda lanjut kendali tes presiden,0,Netral
benar,0,Netral
orang benci tukang fitnh bilang indonesia gelap,-2,Negatif
tuju banget geram demo tuh enak perintah mala demo aneh,-2,Negatif
gazzzzzz polllllll,0,Netral
gelap jalan,-1,Negatif
kip aman beli iphone entar,0,Netral
kerja jepang,1,Positif
mahasewa demo pdi pakai losbak merah demo maha sewa losbak merah tau bikin ya vt mahasiswa kasih amplop demo,-2,Negatif
ya giat anak kuliah biar aktivis post media,0,Netral
mahasiswa gelar demo indonesia gelap rumah nikmat pln subsidi jalan nikmat bbm subsidi bpjs gratis pkh bbmt nyala mahasiswa entar pas tangkap ditnya demo tntng tau,1,Positif
buruk sih puruk ya,0,Netral
demo ngaruh tonton turun rata biar dana habis rata,-1,Negatif
back era,0,Netral
coba mahasiswa kapai skripsi kelar,1,Positif
pegang tulis wowo laper salah tuh malu sih baca kucing pakai stroller mahal,-2,Negatif
sewa,0,Netral
balap sedih,-1,Negatif
nih rat beri ya prabowo sila pergi negara negara orangyg iklas erti,1,Positif
mahasiswa gelap,-1,Negatif
kaum cundang demo,-1,Negatif
